

Time,Parent Job,Current Job,Step,Param ID,Param Value,Tack Time
2022/05/23 12:15:00,LotProcessJob,SampleProcessJob,STARTED,-,-
2022/05/23 12:15:00,SampleProcessJob,EfemDoorCloseJob,STARTED,-,-
2022/05/23 12:15:00,SampleProcessJob,EfemDoorCloseJob,DONE,-,-,0.00,0.063
2022/05/23 12:15:00,SampleProcessJob,FanSpeedControlJob,STARTED,-,-
2022/05/23 12:15:00,SampleProcessJob,FanSpeedControlJob,Set fan speed,Fan Speed,60,0.00
2022/05/23 12:15:00,SampleProcessJob,FanSpeedControlJob,DONE,-,-,0.00,0.063
2022/05/23 12:15:00,SampleProcessJob,VacuumJob,STARTED,-,-
2022/05/23 12:15:02,SampleProcessJob,VacuumJob,Vacuum On,Index,1,1.93
2022/05/23 12:15:02,SampleProcessJob,VacuumJob,DONE,-,-,0.001,1.994
2022/05/23 12:15:02,SampleProcessJob,IonizerOnJob,STARTED,-,-
2022/05/23 12:15:04,SampleProcessJob,IonizerOnJob,Ionizer On,-,-,2.149
2022/05/23 12:15:04,SampleProcessJob,IonizerOnJob,DONE,-,-,0.00,4.143
2022/05/23 12:15:04,SampleProcessJob,AutoTipExchangeJob,STARTED,-,-
2022/05/23 12:15:04,SampleProcessJob,AutoTipExchangeJob,DONE,-,-,0.151,4.294
2022/05/23 12:15:04,SampleProcessJob,TipAutoFocusPatternJob,STARTED,-,-
2022/05/23 12:15:04,SampleProcessJob,TipAutoFocusPatternJob,Align the PSPD,-,-,0.036
2022/05/23 12:15:14,SampleProcessJob,TipAutoFocusPatternJob,Rotates to Center,-,-,9.214
2022/05/23 12:15:17,SampleProcessJob,TipAutoFocusPatternJob,Coarse tip auto focus,-,-,3.518
2022/05/23 12:15:18,SampleProcessJob,TipAutoFocusPatternJob,Coarse tip pattern align,-,-,0.772
2022/05/23 12:15:20,SampleProcessJob,TipAutoFocusPatternJob,Fine tip auto focus,-,-,2.45
2022/05/23 12:15:21,SampleProcessJob,TipAutoFocusPatternJob,Fine tip pattern align,-,-,0.696
2022/05/23 12:15:21,SampleProcessJob,TipAutoFocusPatternJob,Tip Auto focus & Pattern match,Autofocus ID - Tip,,0.058
,,,,Pattern ID - Tip,
,,,,Focus Position - Tip,4809.883301
2022/05/23 12:15:21,SampleProcessJob,TipAutoFocusPatternJob,DONE,-,-,0.025,21.063
2022/05/23 12:15:21,SampleProcessJob,MappingJob,STARTED,-,-
2022/05/23 12:15:21,SampleProcessJob,MappingJob,Set Mapping,Link Tool,false,0.024
,,,,Tool Type ID,Tool
,,,,Tool ID,null
2022/05/23 12:15:21,SampleProcessJob,MappingJob,DONE,-,-,0.00,21.087
2022/05/23 12:15:21,SampleProcessJob,SampleSettingJob,STARTED,-,-
2022/05/23 12:15:21,SampleProcessJob,SampleSettingJob,Set Sample,-,-,0.00
2022/05/23 12:15:21,SampleProcessJob,SampleSettingJob,DONE,-,-,0.00,21.087
2022/05/23 12:15:21,SampleProcessJob,DieSampleAlignJob,STARTED,-,-
2022/05/23 12:15:22,SampleProcessJob,DieSampleAlignJob,Update Mapping,Link Tool,false,0.525
,,,,Tool Type ID,Tool
,,,,Tool ID,null
2022/05/23 12:15:22,SampleProcessJob,DieSampleAlignJob,Prepare Vision,-,-,0.048
2022/05/23 12:15:22,SampleProcessJob,DieSampleAlignJob,Rotates to Center,-,-,0.006
2022/05/23 12:15:22,SampleProcessJob,DieSampleAlignJob,Move Z stage to init position,Z Position,18000,0.298
2022/05/23 12:15:27,SampleProcessJob,DieSampleAlignJob,Move to align point 1,X Position,56170.63,4.72
,,,,Y Position,-6976.58
2022/05/23 12:15:39,SampleProcessJob,DieSampleAlignJob,Sample auto focus - Point 1,Autofocus ID - Sample,,12.605
,,,,Reflected Sample,false
2022/05/23 12:15:41,SampleProcessJob,DieSampleAlignJob,Pattern align - 1,Pattern ID - Sample,,1.239
,,,,Align Mode,StageMoveWithResult
,,,,Match Only,true
2022/05/23 12:15:45,SampleProcessJob,DieSampleAlignJob,Move to align point 2,X Position,-40663.37,3.989
,,,,Y Position,-6976.58
2022/05/23 12:15:51,SampleProcessJob,DieSampleAlignJob,Sample auto focus - Point 2,Autofocus ID - Sample,,6.411
,,,,Reflected Sample,false
2022/05/23 12:15:52,SampleProcessJob,DieSampleAlignJob,Pattern align - 2,Pattern ID - Sample,,1.339
,,,,Align Mode,StageMoveWithResult
,,,,Match Only,true
2022/05/23 12:15:53,SampleProcessJob,DieSampleAlignJob,Apply align,-,-,0.497
2022/05/23 12:15:53,SampleProcessJob,DieSampleAlignJob,DONE,-,-,0.00,52.764
2022/05/23 12:15:54,SampleProcessJob,SampleSequenceJob,STARTED,-,-
2022/05/23 12:15:54,SampleSequenceJob,DefaultSiteProcessJob,STARTED,-,-
2022/05/23 12:15:54,DefaultSiteProcessJob,DefaultImagePointProcessJob,STARTED,-,-
2022/05/23 12:15:54,DefaultImagePointProcessJob,ImagePointProcessJob,STARTED,-,-
2022/05/23 12:15:54,ImagePointProcessJob,FanSpeedControlJob,STARTED,-,-
