

Time,Parent Job,Current Job,Step,Param ID,Param Value,Tack Time
2022/05/22 11:45:31,AutoSampleProcessJob,LoadJob,STARTED,-,-
2022/05/22 11:45:31,AutoSampleProcessJob,LoadJob,Start load sample,Port No,2,0.00
,,,,Slot No,5
2022/05/22 11:45:37,AutoSampleProcessJob,LoadJob,Unload from port (Lower),-,-,6.113
2022/05/22 11:45:40,AutoSampleProcessJob,LoadJob,Load to aligner (Lower),-,-,3.743
2022/05/22 11:45:48,AutoSampleProcessJob,LoadJob,Align,Align Angle,270,7.76
2022/05/22 11:45:51,AutoSampleProcessJob,LoadJob,Unload from aligner (Lower),-,-,2.451
2022/05/22 11:46:06,AutoSampleProcessJob,LoadJob,Load to stage (Lower),-,-,15.163
2022/05/22 11:46:06,AutoSampleProcessJob,LoadJob,DONE,-,-,0.00,35.23
2022/05/22 11:46:06,AutoSampleProcessJob,AutoSampleProcessKernelJob,STARTED,-,-
2022/05/22 11:46:06,AutoSampleProcessKernelJob,FanSpeedControlJob,STARTED,-,-
2022/05/22 11:46:06,AutoSampleProcessKernelJob,FanSpeedControlJob,Set fan speed,Fan Speed,60,0.00
2022/05/22 11:46:06,AutoSampleProcessKernelJob,FanSpeedControlJob,DONE,-,-,0.00,0.003
2022/05/22 11:46:06,AutoSampleProcessKernelJob,VacuumJob,STARTED,-,-
2022/05/22 11:46:07,AutoSampleProcessKernelJob,VacuumJob,Vacuum On,Index,1,1.549
2022/05/22 11:46:07,AutoSampleProcessKernelJob,VacuumJob,DONE,-,-,0.00,1.552
2022/05/22 11:46:07,AutoSampleProcessKernelJob,IonizerOnJob,STARTED,-,-
2022/05/22 11:46:09,AutoSampleProcessKernelJob,IonizerOnJob,Ionizer On,-,-,1.367
2022/05/22 11:46:09,AutoSampleProcessKernelJob,IonizerOnJob,DONE,-,-,0.00,2.919
2022/05/22 11:46:09,AutoSampleProcessKernelJob,AutoTipExchangeJob,STARTED,-,-
2022/05/22 11:46:09,AutoSampleProcessKernelJob,AutoTipExchangeJob,DONE,-,-,0.109,3.028
2022/05/22 11:46:09,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,STARTED,-,-
2022/05/22 11:46:10,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Rotates to Center,-,-,0.846
2022/05/22 11:46:13,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Coarse tip auto focus,-,-,3.498
2022/05/22 11:46:14,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Coarse tip pattern align,-,-,0.682
2022/05/22 11:46:16,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Fine tip auto focus,-,-,2.262
2022/05/22 11:46:17,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Fine tip pattern align,-,-,0.666
2022/05/22 11:46:17,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,Tip Auto focus & Pattern match,Autofocus ID - Tip,,0.021
,,,,Pattern ID - Tip,
,,,,Focus Position - Tip,4810.745605
2022/05/22 11:46:17,AutoSampleProcessKernelJob,TipAutoFocusPatternJob,DONE,-,-,0.051,11.054
2022/05/22 11:46:17,AutoSampleProcessKernelJob,MappingJob,STARTED,-,-
2022/05/22 11:46:17,AutoSampleProcessKernelJob,MappingJob,Set Mapping,Link Tool,false,0.00
,,,,Tool Type ID,Tool
,,,,Tool ID,null
2022/05/22 11:46:17,AutoSampleProcessKernelJob,MappingJob,DONE,-,-,0.00,11.054
2022/05/22 11:46:17,AutoSampleProcessKernelJob,SampleSettingJob,STARTED,-,-
2022/05/22 11:46:17,AutoSampleProcessKernelJob,SampleSettingJob,Set Sample,-,-,0.00
